Coréia do Sul	Bok-Yung Kim	Cardiff City	Inglaterra
Coréia do Sul	Chung-Yong Lee	Bolton	Inglaterra
Coréia do Sul	Jong-Woo Park	Guangzhou Ev.	China
Coréia do Sul	Heung-Min Son	Bayer Leverk.	Alemanha
Coréia do Sul	Shin-Wook Kim	Ulsan Hyundai	Coréia do Sul
Coréia do Sul	Ja-Cheol Koo	Mainz	Alemanha
Coréia do Sul	Keun-Ho Lee	Sangju Sangmu	Coréia do Sul
Coréia do Sul	Chu-Young Park	Watford	Inglaterra
Costa do Marfim	Barry	Lokeren	Bélgica
Costa do Marfim	Gbohouo	Sewe Sport	Costa do Marfim
Costa do Marfim	Sayouba	Stabaek	Noruega
Costa do Marfim	Aurier	Toulouse	França
Costa do Marfim	Boka	Stuttgart	Alemanha
Costa do Marfim	Dja Djédjé	Ol. de Marseille	França
Costa do Marfim	Djakpa	Eintracht Frankfurt	Alemanha
Costa do Marfim	Tiéné	Montpellier	França
Costa do Marfim	Touré	Liverpool	Inglaterra
Costa do Marfim	Viera	Caykur Rizespor	Turquia
Costa do Marfim	Serey Die	Basel	Suíça
Costa do Marfim	Diomandé	Saint Étienne	França
Costa do Marfim	Gosso	Genclerbirligi	Turquia
Costa do Marfim	Romaric	Bastia	França
Costa do Marfim	Seri	Paços Ferreira	Portugal
Costa do Marfim	Tioté	Newcastle	Inglaterra
Costa do Marfim	Y. Touré	Man. City	Inglaterra
Costa do Marfim	Zokora	Trabzonspor	Turquia
Costa do Marfim	Bony	Swansea	Inglaterra
Costa do Marfim	Doumbia	CSKA Moscou	Rússia
Costa do Marfim	Drogba	Galatasaray	Turquia
Costa do Marfim	Gradel	Saint Étienne	França
